Ensembl Gene Id,gene_name
ENSG00000086717,PPEF1
ENSG00000091128,LAMB4
ENSG00000107105,ELAVL2
ENSG00000107485,GATA3
ENSG00000108231,LGI1
ENSG00000111432,FZD10
ENSG00000113396,SLC27A6
ENSG00000131094,C1QL1
ENSG00000142621,FHAD1
ENSG00000154678,PDE1C
ENSG00000157168,NRG1
ENSG00000182308,DCAF4L1
ENSG00000198178,CLEC4C
