"logFC" "logCPM" "LR" "PValue" "FDR" "gene_name" "gene_type"
"ENSG00000166963" 1.7152006614614 3.20280355469662 36.1810376825808 1.79811698880172e-09 2.02335538780196e-08 "MAP1A" "protein_coding"
"ENSG00000167011" 4.08223990251635 -0.0113844506456865 14.2846047055958 0.000157144891103946 0.000695672767312725 "NAT16" "protein_coding"
"ENSG00000167034" -1.69660543225014 4.71720751547838 95.1130568635635 1.7981679310998e-22 1.1532737467642e-20 "NKX3-1" "protein_coding"
"ENSG00000167103" 1.62897477936315 -0.206861856890181 16.6042750460609 4.60471106223632e-05 0.000229609363008572 "PIP5KL1" "protein_coding"
"ENSG00000167104" 4.84844963964033 -0.188923466303146 17.333818500589 3.13556753761633e-05 0.000162004322776844 "BPIFB6" "protein_coding"
"ENSG00000167157" 3.24500580475927 -0.725891579472433 14.9205944790367 0.000112132178172345 0.000513629047297701 "PRRX2" "protein_coding"
"ENSG00000167183" 1.56618966232126 5.65275253819205 17.3621755035831 3.08912882902178e-05 0.000159809698763459 "PRR15L" "protein_coding"
"ENSG00000167210" 2.87927905975651 1.00258725694429 48.2594593878802 3.73392605784039e-12 6.3427819291373e-11 "LOXHD1" "protein_coding"
"ENSG00000167371" 1.95309077970237 -0.100778821324667 42.4976515249238 7.07671418828723e-11 9.98413531865585e-10 "PRRT2" "protein_coding"
"ENSG00000167434" 3.85580877282143 2.03156441520647 33.1055172603288 8.72906774456024e-09 8.81429452559892e-08 "CA4" "protein_coding"
"ENSG00000167513" 3.34235349921264 4.26398112918029 169.106383892594 1.15969584449166e-38 3.11837917414014e-36 "CDT1" "protein_coding"
"ENSG00000167525" 1.54043976293068 1.88240117069106 69.1580144015738 9.08823065079205e-17 2.93777258107215e-15 "PROCA1" "protein_coding"
"ENSG00000167612" 6.5778240272708 1.46121120774345 23.942539334566 9.92541786270115e-07 6.91559681063175e-06 "ANKRD33" "protein_coding"
"ENSG00000167618" 2.16300987068265 1.41612492320933 21.6407514350155 3.28791508232808e-06 2.07356854419027e-05 "LAIR2" "protein_coding"
"ENSG00000167619" 5.22636508836923 0.92419253325384 76.2734840529522 2.46978021441301e-18 9.41759365161835e-17 "TMEM145" "protein_coding"
"ENSG00000167633" -1.87675504284304 -0.522954887868313 25.0652345891741 5.54231331185348e-07 4.08676651500291e-06 "KIR3DL1" "protein_coding"
"ENSG00000167653" 4.32468844238534 -0.370184154846626 20.6965508479765 5.38128478555787e-06 3.25956981479286e-05 "PSCA" "protein_coding"
"ENSG00000167702" 1.8343427855328 4.10931692545569 94.9772723339696 1.9258368775667e-22 1.22433983349472e-20 "KIFC2" "protein_coding"
"ENSG00000167749" 7.71811017312492 2.32494614940262 16.8607417082768 4.02250235340799e-05 0.000203258432532104 "KLK4" "protein_coding"
"ENSG00000167751" 5.45193285207872 2.35306004328495 13.1175611949206 0.00029254060368839 0.00121130562957594 "KLK2" "protein_coding"
"ENSG00000167771" 2.96396056307221 0.465980213690339 26.4827298042994 2.65904739170969e-07 2.0807518725254e-06 "RCOR2" "protein_coding"
"ENSG00000167780" 1.89739214859597 4.64296474374745 16.9216218445405 3.89553236688951e-05 0.000197585189954529 "SOAT2" "protein_coding"
"ENSG00000167880" 2.55573600584281 2.55828279838523 15.6069922810145 7.79657456193476e-05 0.000369771953452827 "EVPL" "protein_coding"
"ENSG00000167900" 2.24754968806019 6.43368247246551 118.345657684078 1.45658425782422e-27 1.54606623225956e-25 "TK1" "protein_coding"
"ENSG00000167968" 3.46537883500704 0.559815147628497 51.1878894518825 8.39348563011715e-13 1.57544944084221e-11 "DNASE1L2" "protein_coding"
"ENSG00000167971" 3.7233004690778 -0.687395558653144 23.9563261805042 9.85459474137461e-07 6.87284618072315e-06 "CASKIN1" "protein_coding"
"ENSG00000168032" 2.92680805343422 1.96734927897233 21.986275840916 2.74607074071375e-06 1.76090997983836e-05 "ENTPD3" "protein_coding"
"ENSG00000168060" 2.22356990741096 3.9893811731142 40.1730814479696 2.32428987973112e-10 3.00691542851459e-09 "NAALADL1" "protein_coding"
"ENSG00000168065" 4.26144765974709 5.58858079329305 45.0588924327171 1.91197071226293e-11 2.92607288473257e-10 "SLC22A11" "protein_coding"
"ENSG00000168078" 3.42997018068498 5.56557882065183 162.454971904923 3.29072241771034e-37 7.70687190227761e-35 "PBK" "protein_coding"
"ENSG00000168079" -1.73322934894701 4.38787873200122 19.3857136432584 1.06803047519799e-05 6.08738801698261e-05 "SCARA5" "protein_coding"
"ENSG00000168124" 4.04126083720531 -0.140184516635811 26.8249930278542 2.22737967422649e-07 1.76775394065185e-06 "OR1F1" "protein_coding"
"ENSG00000168135" 1.53720939061594 2.51684338438878 14.2707677534048 0.000158304368850375 0.000700634832191838 "KCNJ4" "protein_coding"
"ENSG00000168243" 5.66119574977474 4.78304661988884 44.3309203957062 2.77301512300159e-11 4.140815383796e-10 "GNG4" "protein_coding"
"ENSG00000168268" 2.48379319433508 5.10844662045072 101.309728464401 7.86684577163598e-24 5.85193377779012e-22 "NT5DC2" "protein_coding"
"ENSG00000168298" 1.62204072633264 -0.680823434178517 10.8529123480104 0.000986405020047923 0.00358505092438523 "H1-4" "protein_coding"
"ENSG00000168356" -1.57312591860357 1.29232449671093 48.9598815906398 2.61251748188284e-12 4.53548527545811e-11 "SCN11A" "protein_coding"
"ENSG00000168427" 2.95564534444967 0.505288686169426 21.8185291370814 2.99691930622912e-06 1.90627593718982e-05 "KLHL30" "protein_coding"
"ENSG00000168481" 4.38169404843202 0.771142256570712 22.9851400497541 1.63258474465223e-06 1.0912255351799e-05 "LGI3" "protein_coding"
"ENSG00000168496" 1.58464007473396 7.62629295190425 130.568549186398 3.07720043326919e-30 4.1681139152278e-28 "FEN1" "protein_coding"
"ENSG00000168646" 1.95124328917006 4.71453253253925 25.9848570831967 3.44105876984231e-07 2.6319821829761e-06 "AXIN2" "protein_coding"
"ENSG00000168671" 1.82683961801358 4.19900730911822 16.4394489364344 5.02289654838989e-05 0.000248279095320127 "UGT3A2" "protein_coding"
"ENSG00000168679" -1.51644522914435 5.59434001170251 48.5041421131818 3.29591995026316e-12 5.63566604401805e-11 "SLC16A4" "protein_coding"
"ENSG00000168746" -1.9452659454515 2.04429302577804 53.9832726461181 2.02203725247723e-13 4.19200310120935e-12 "LINC01620" "lncRNA"
"ENSG00000168754" 5.58750764066957 1.62683019514898 16.6314645687676 4.53917155410821e-05 0.000226652636293923 "FAM178B" "protein_coding"
"ENSG00000168757" 6.29048944508231 0.859814071903081 12.2790410324845 0.000458073691086842 0.00180941600219189 "TSPY2" "protein_coding"
"ENSG00000168779" 3.35200468621336 2.11840966547303 49.358617193467 2.13195900752704e-12 3.75326110243642e-11 "SHOX2" "protein_coding"
"ENSG00000168874" -1.68052299977549 5.6863783320056 54.0782846053322 1.92658732282031e-13 4.00555821338489e-12 "ATOH8" "protein_coding"
"ENSG00000168903" 3.47009219650404 3.5252495214168 11.5787287355051 0.000667105323491783 0.00253258631542305 "BTNL3" "protein_coding"
"ENSG00000168907" 3.26814474422955 -0.0736280153893456 9.50322448482936 0.00205111133833966 0.00686116777488648 "PLA2G4F" "protein_coding"
"ENSG00000168952" 1.50926222971912 6.50947263902068 64.4610516405511 9.8459535806532e-16 2.81210040071827e-14 "STXBP6" "protein_coding"
"ENSG00000168959" 3.89188201072859 -0.603321151759029 12.6384391468689 0.000377895362729087 0.00152286629245433 "GRM5" "protein_coding"
"ENSG00000168995" -2.34661750993321 1.59139109250589 195.264032607755 2.25624698373973e-44 1.0367597690726e-41 "SIGLEC7" "protein_coding"
"ENSG00000169059" 5.36945886434708 0.161416989610467 18.4548914467292 1.73973713903459e-05 9.50687910343136e-05 "VCX3A" "protein_coding"
"ENSG00000169213" 3.70298523339323 7.2699874526628 87.6400543372451 7.85183747726222e-21 4.1670987172821e-19 "RAB3B" "protein_coding"
"ENSG00000169224" 2.06254637771303 1.16018001849728 9.57317932810014 0.00197440559539265 0.00663269456953068 "GCSAML" "protein_coding"
"ENSG00000169258" 2.65294490764426 3.04823272878453 112.183701534767 3.25690680825658e-26 3.1031226783864e-24 "GPRIN1" "protein_coding"
"ENSG00000169297" 7.36167527961417 3.05743901154512 26.1283746058906 3.19454879911266e-07 2.45845486446022e-06 "NR0B1" "protein_coding"
"ENSG00000169306" 2.27172140722821 0.785240783393837 11.5312493762176 0.000684360060568478 0.0025902361128867 "IL1RAPL1" "protein_coding"
"ENSG00000169330" 1.5943437181936 1.41289343933173 20.3944033938686 6.30138104566884e-06 3.76537338829341e-05 "MINAR1" "protein_coding"
"ENSG00000169397" -1.62981763557405 -1.24765474248527 9.17030340836925 0.00245973786735428 0.00807040349989404 "RNASE3" "protein_coding"
"ENSG00000169402" -2.01615239990096 -1.39218455911619 19.7317718139388 8.91075434425344e-06 5.15406777327508e-05 "RSPH10B2" "protein_coding"
"ENSG00000169427" 6.48608852638661 3.67351699755988 62.1520788363588 3.17931226884051e-15 8.45510730191791e-14 "KCNK9" "protein_coding"
"ENSG00000169548" 3.81464717279301 -0.746170921254926 14.7244296477401 0.000124423614660705 0.000564818307197594 "ZNF280A" "protein_coding"
"ENSG00000169551" 5.96649713174393 0.605093597570408 17.252095453441 3.2733633761083e-05 0.000168404710765458 "CT55" "protein_coding"
"ENSG00000169607" 3.23193594114445 5.11814416704745 173.253537912308 1.44078688017347e-39 4.21790359170784e-37 "CKAP2L" "protein_coding"
"ENSG00000169618" 2.88162805004356 0.873873069101302 16.0618118517327 6.13079942357152e-05 0.000297214409555382 "PROKR1" "protein_coding"
"ENSG00000169627" 2.13756220227431 -0.107118940610966 43.6637212714891 3.89933580568135e-11 5.71225944640996e-10 "BOLA2B" "protein_coding"
"ENSG00000169679" 3.65305850330072 6.35756156778193 222.566726140548 2.49189409432951e-50 2.4448175004934e-47 "BUB1" "protein_coding"
"ENSG00000169682" 2.34035766544936 -0.759283470876246 45.7167553847906 1.36648904388062e-11 2.1335448938456e-10 "SPNS1" "protein_coding"
"ENSG00000169684" 2.34949072496252 1.12478668988026 36.4215071958096 1.58939674029307e-09 1.80697435231377e-08 "CHRNA5" "protein_coding"
"ENSG00000169758" 2.07908576626358 1.78913523481218 55.7464802289146 8.244575643381e-14 1.81385660866893e-12 "TMEM266" "protein_coding"
"ENSG00000169783" 2.2650606942244 3.44142836897102 55.6703194197701 8.57024969823602e-14 1.87867532787238e-12 "LINGO1" "protein_coding"
"ENSG00000169885" 2.45527998351637 -0.153728850280477 33.7030797249989 6.4198969055667e-09 6.63389346908559e-08 "CALML6" "protein_coding"
"ENSG00000170006" -1.82656621204384 5.08750516945866 62.6768909450186 2.43556709149767e-15 6.5734959842719e-14 "TMEM154" "protein_coding"
"ENSG00000170075" 1.60737768056075 0.67902835749349 23.1159635775999 1.52519171172831e-06 1.02434753612302e-05 "GPR37L1" "protein_coding"
"ENSG00000170122" 1.94044489209841 -1.03531070062487 13.7335631341959 0.000210656170238866 0.000905831513366628 "FOXD4" "protein_coding"
"ENSG00000170166" 4.58983789803443 -0.349240694311264 43.4568221942338 4.33417966543487e-11 6.32375627150126e-10 "HOXD4" "protein_coding"
"ENSG00000170214" -1.74963053222448 3.60884942016581 73.3345463457962 1.09435628563178e-17 3.92164141408878e-16 "ADRA1B" "protein_coding"
"ENSG00000170231" 5.13594909063773 1.57742176771317 25.6212519295816 4.15438699009535e-07 3.13010382165735e-06 "FABP6" "protein_coding"
"ENSG00000170290" 4.13720644593486 0.0118303574773387 14.9290781125301 0.00011162908256424 0.000511776626188997 "SLN" "protein_coding"
"ENSG00000170324" 2.67043305683453 0.0764110250111555 14.0567267730944 0.000177378241094146 0.000775877518973201 "FRMPD2" "protein_coding"
"ENSG00000170369" 4.03057428060754 -0.424639368494127 32.9304737647302 9.55142673576403e-09 9.59928964382531e-08 "CST2" "protein_coding"
"ENSG00000170382" 1.66750828046418 3.16416866389544 30.709458352857 2.99700593475609e-08 2.78175178822758e-07 "LRRN2" "protein_coding"
"ENSG00000170409" 1.89770193142707 -1.20239196967932 11.1455480292464 0.000842335842136079 0.00311412907682878 "AC091390.1" "unprocessed_pseudogene"
"ENSG00000170442" 2.78609624265582 0.633824413211503 20.6546574480697 5.50032259782928e-06 3.32169706577609e-05 "KRT86" "protein_coding"
"ENSG00000170498" 1.65570677176439 1.92642506763114 30.2157366019686 3.86560218911186e-08 3.52310381789982e-07 "KISS1" "protein_coding"
"ENSG00000170516" 9.63759293570992 5.64026665228256 57.6855312715611 3.0755682610364e-14 7.15222315463691e-13 "COX7B2" "protein_coding"
"ENSG00000170537" 2.16638526562416 4.17318052562667 93.1914916414186 4.74717525325339e-22 2.8962556112328e-20 "TMC7" "protein_coding"
"ENSG00000170542" -1.58567711392291 6.6623674808132 137.811454556645 8.01353482962915e-32 1.24315952072807e-29 "SERPINB9" "protein_coding"
"ENSG00000170577" 6.03230739734696 0.655746898751272 50.0539755955898 1.49574436862187e-12 2.69865886308859e-11 "SIX2" "protein_coding"
"ENSG00000170627" 4.35090292622296 5.63577437826381 39.2882767896448 3.65629986033388e-10 4.59582206475001e-09 "GTSF1" "protein_coding"
"ENSG00000170681" 1.82485620803352 2.11536015943513 52.5319599363303 4.23303290199452e-13 8.31961707500288e-12 "CAVIN4" "protein_coding"
"ENSG00000170684" 2.43781029530905 1.09230713470883 61.5544727775424 4.30662233469125e-15 1.11987605567068e-13 "ZNF296" "protein_coding"
"ENSG00000170703" 2.00272780588065 2.11753565785022 24.8000179452229 6.35968773149174e-07 4.64326275826391e-06 "TTLL6" "protein_coding"
"ENSG00000170743" -2.41615548895822 4.58872666139548 22.9047039429066 1.70234744730527e-06 1.13326452750098e-05 "SYT9" "protein_coding"
"ENSG00000170788" 3.30906905664751 -0.701747888284105 19.0046990483184 1.30396933169567e-05 7.30484424535257e-05 "DYDC1" "protein_coding"
"ENSG00000170819" 3.53166765968798 0.886469825714822 44.6253025339904 2.38588286928376e-11 3.60574246618941e-10 "BFSP2" "protein_coding"
"ENSG00000170835" 4.1269781972017 1.06013728725411 48.7584702384529 2.89505553101127e-12 4.98544238727401e-11 "CEL" "protein_coding"
"ENSG00000170890" 2.36451580746444 3.97692038464582 38.5762303159183 5.26563154958076e-10 6.46424385800918e-09 "PLA2G1B" "protein_coding"
"ENSG00000170891" 1.74026237716027 1.46387802572822 31.2326880797928 2.28879469709595e-08 2.16031035619553e-07 "CYTL1" "protein_coding"
"ENSG00000170950" 2.95622485433773 -0.999376486820458 10.8456616836299 0.000990274876141601 0.00359731494834547 "PGK2" "protein_coding"
"ENSG00000170956" -2.37945679958992 -0.885524617721195 41.8309763991759 9.95142897844308e-11 1.3652563240607e-09 "CEACAM3" "protein_coding"
"ENSG00000171004" 3.95984180802952 4.83984891674823 26.8248421067287 2.22755362808434e-07 1.76775394065185e-06 "HS6ST2" "protein_coding"
"ENSG00000171049" -3.0803981633649 2.21826182449166 130.149598578515 3.80029498231009e-30 5.09057225656231e-28 "FPR2" "protein_coding"
"ENSG00000171051" -1.85760075031208 5.06729259080543 83.0765781016125 7.8935451305028e-20 3.60432178342619e-18 "FPR1" "protein_coding"
"ENSG00000171126" 3.50225369238016 -0.621692315936088 14.9596793334014 0.000109833174338711 0.000504434977437949 "KCNG3" "protein_coding"
"ENSG00000171163" 1.58013520444029 5.67581221534741 138.615434564426 5.34560176082116e-32 8.4004627497649e-30 "ZNF692" "protein_coding"
"ENSG00000171208" 2.18944248679388 5.10794205143625 78.6242660973544 7.51209633471221e-19 3.04348894024987e-17 "NETO2" "protein_coding"
"ENSG00000171223" -1.60071606984197 7.43927870870801 149.005624461929 2.85963912049814e-34 5.43496124152896e-32 "JUNB" "protein_coding"
"ENSG00000171241" 3.41637792595932 5.22310264553385 166.621213678108 4.04733916730667e-38 1.02029485494722e-35 "SHCBP1" "protein_coding"
"ENSG00000171246" 4.18065271164284 -0.215373772625059 14.0835911922562 0.000174862617877519 0.000765888983056446 "NPTX1" "protein_coding"
"ENSG00000171320" 1.67505289503891 4.52325066039892 57.4718902946495 3.42844195896394e-14 7.94737366234675e-13 "ESCO2" "protein_coding"
"ENSG00000171388" 3.9290905232794 4.37820516683944 151.398577996048 8.57576772938731e-35 1.7104887051895e-32 "APLN" "protein_coding"
"ENSG00000171405" 8.24913308969394 3.02307269618337 31.4507435793118 2.04564257204126e-08 1.94344074869589e-07 "XAGE5" "protein_coding"
"ENSG00000171408" -1.72649183578366 4.77539047785645 109.481516956093 1.27285881237745e-25 1.12697677434424e-23 "PDE7B" "protein_coding"
"ENSG00000171433" -1.56038830787628 4.44612618728276 51.7622046446503 6.26461991624085e-13 1.19251162862852e-11 "GLOD5" "protein_coding"
"ENSG00000171435" 1.65465475812394 1.87682241653129 13.5404514449814 0.00023347622792019 0.000993951043711834 "KSR2" "protein_coding"
"ENSG00000171444" -1.70068924268587 7.23426930117443 100.632868297573 1.10715162694877e-23 8.02209804588168e-22 "MCC" "protein_coding"
"ENSG00000171462" 1.88251545955404 1.9415142094509 65.6186918002114 5.47173375802674e-16 1.62810989467319e-14 "DLK2" "protein_coding"
"ENSG00000171502" 4.19735089094185 3.10302142654621 64.6494062364111 8.94832578304239e-16 2.56785117984365e-14 "COL24A1" "protein_coding"
"ENSG00000171509" -1.83945811201526 2.41040983551048 103.692245882477 2.3631429679549e-24 1.88537259076332e-22 "RXFP1" "protein_coding"
"ENSG00000171551" 6.58347677562508 3.69906286480058 23.5403725165326 1.22319946129548e-06 8.36851934498442e-06 "ECEL1" "protein_coding"
"ENSG00000171561" 1.81520607155277 -1.30392234593561 9.14077975570109 0.00249974546605285 0.00818391595988317 "OR2AT4" "protein_coding"
"ENSG00000171587" -2.42301946325756 0.224056251692606 46.3647259308452 9.81669424744392e-12 1.56846750825907e-10 "DSCAM" "protein_coding"
"ENSG00000171611" -1.5864583327952 -0.991709794830685 14.6575553676766 0.000128916842012179 0.000583153929206741 "PTCRA" "protein_coding"
"ENSG00000171658" 6.10202866410984 5.96363779657919 116.973241192059 2.90966932701511e-27 2.98372616497106e-25 "NMRAL2P" "transcribed_unprocessed_pseudogene"
"ENSG00000171864" 4.11218725428807 3.25225532919608 62.5635547519711 2.57983600841856e-15 6.92866884743292e-14 "PRND" "protein_coding"
"ENSG00000171873" 2.74790427974713 1.07986776118157 9.18305843807519 0.00244265508122958 0.00802160503923601 "ADRA1D" "protein_coding"
"ENSG00000171931" 4.40205903190949 3.85062485073997 50.9273070795048 9.58507835336086e-13 1.78434835541206e-11 "FBXW10" "protein_coding"
"ENSG00000172000" 2.70150033791579 1.50886684473255 21.553541248372 3.44086743785682e-06 2.16027203150537e-05 "ZNF556" "protein_coding"
"ENSG00000172020" 3.07299714205106 1.37742482065977 32.5003269215992 1.19172481707071e-08 1.17588482154074e-07 "GAP43" "protein_coding"
"ENSG00000172031" 2.91502300011798 1.33979446042966 69.8479566176397 6.4056422998362e-17 2.0929902891661e-15 "EPHX4" "protein_coding"
"ENSG00000172073" 3.9983002371841 -0.666200822938526 12.6065506771926 0.000384397207749597 0.00154649263421458 "TEX37" "protein_coding"
"ENSG00000172244" 2.3338404622654 3.69221212663719 196.092783666982 1.48769917565618e-44 6.92371381737116e-42 "C5orf34" "protein_coding"
"ENSG00000172318" 4.98776870732003 2.42868325038412 26.0139247069609 3.38963710381578e-07 2.59702863034226e-06 "B3GALT1" "protein_coding"
"ENSG00000172425" -2.59965751984056 3.56922400116667 54.9215497031666 1.25438073824339e-13 2.69918643621656e-12 "TTC36" "protein_coding"
"ENSG00000172458" 3.36298772614156 2.61004389605947 54.1286539386995 1.87782812558265e-13 3.9198987226438e-12 "IL17D" "protein_coding"
"ENSG00000172689" 5.32311730385435 2.79078978225437 12.9777770722564 0.000315209980843024 0.00129453982515925 "MS4A10" "protein_coding"
"ENSG00000172867" -2.30333605306846 -1.2148489755919 8.9743562393855 0.00273795031318103 0.00884146799704122 "KRT2" "protein_coding"
"ENSG00000172901" 2.8523384608523 0.882669708966674 34.7719007390735 3.7068516280307e-09 3.9799592117463e-08 "LVRN" "protein_coding"
"ENSG00000172965" 1.78302459559929 6.12384091072847 138.776981921369 4.92796525335186e-32 7.77782898530113e-30 "MIR4435-2HG" "lncRNA"
"ENSG00000172986" 2.32119014825749 3.83192413183863 33.6238679670639 6.68671785929587e-09 6.87934809377414e-08 "GXYLT2" "protein_coding"
"ENSG00000172987" 3.27469658766989 0.582988149587801 22.6037154530617 1.99099200006897e-06 1.31170599990025e-05 "HPSE2" "protein_coding"
"ENSG00000173114" -2.61819091918518 2.29253343684356 117.633297552099 2.08599057224208e-27 2.20126580706278e-25 "LRRN3" "protein_coding"
"ENSG00000173124" 2.05418518729878 -0.184007922710396 13.6089304907359 0.000225112097723349 0.000961387559935917 "ACSM6" "protein_coding"
"ENSG00000173157" 3.87102720105661 -0.0943732195883048 16.0480684425347 6.17545906297334e-05 0.000299259564070211 "ADAMTS20" "protein_coding"
"ENSG00000173261" 1.63076120682409 1.85796039983245 42.9063928311578 5.74227055005311e-11 8.2326288798372e-10 "PLAC8L1" "protein_coding"
"ENSG00000173486" 1.56893636597083 -1.31375147631423 13.0968826099999 0.000295787592157182 0.00122265832189682 "FKBP2" "protein_coding"
"ENSG00000173546" 1.94993413571562 4.10332320363436 111.56084130986 4.45908752475172e-26 4.15049580092339e-24 "CSPG4" "protein_coding"
"ENSG00000173585" -1.65356258353794 -0.219667041012144 14.7144101908791 0.000125086636747912 0.000567383481267768 "CCR9" "protein_coding"
"ENSG00000173727" 2.48245923612111 4.74968101166711 59.2359962721889 1.39852043397572e-14 3.38903139344142e-13 "AP000769.1" "transcribed_unprocessed_pseudogene"
"ENSG00000173728" 1.87551064854522 0.0141867561846137 20.5398652226144 5.84021789227506e-06 3.50944793424064e-05 "C1orf100" "protein_coding"
"ENSG00000173769" 2.43148043490566 -1.22120874377885 10.9836937401219 0.000919170461028627 0.00336671675263051 "TOPAZ1" "protein_coding"
"ENSG00000173811" 2.35341367724189 1.57398797967989 24.0081792153093 9.59273273321959e-07 6.71472793961829e-06 "CCDC13-AS1" "lncRNA"
"ENSG00000173825" 2.74033613825259 0.731502384985311 57.0880340556991 4.16733538450374e-14 9.53836329084933e-13 "TIGD3" "protein_coding"
"ENSG00000173826" 6.02061288096798 0.825568209798439 24.1133739131495 9.08273020311103e-07 6.39224872243376e-06 "KCNH6" "protein_coding"
"ENSG00000173846" -1.79059989923894 3.79291892392889 215.83792299978 7.31606188898329e-49 5.65064601344644e-46 "PLK3" "protein_coding"
"ENSG00000173862" -2.98894105693881 -0.966228347524601 86.1970292255616 1.62872154008244e-20 8.2575727132029e-19 "AC008080.1" "lncRNA"
"ENSG00000173868" -1.88531876384179 -0.411622218120585 86.0054917684095 1.79436631638756e-20 9.07204619097281e-19 "PHOSPHO1" "protein_coding"
"ENSG00000173894" 2.70060357450632 3.08002044759023 104.346565062825 1.69849994541572e-24 1.38244947350978e-22 "CBX2" "protein_coding"
"ENSG00000173991" 2.70867728180105 1.99164640481624 27.6125620093646 1.48213075289981e-07 1.21615796702116e-06 "TCAP" "protein_coding"
"ENSG00000174015" 3.82032172793482 -0.745290802701447 20.8694730429016 4.91668170991981e-06 3.00269957523215e-05 "CBY2" "protein_coding"
"ENSG00000174145" 3.18342461276938 3.79697787584863 18.0780890640851 2.12027368056706e-05 0.000113858069346546 "NWD2" "protein_coding"
"ENSG00000174156" 2.606477600763 0.0074775939039381 10.7832101620804 0.00102424894715929 0.00370663553293086 "GSTA3" "protein_coding"
"ENSG00000174371" 3.50333634331854 5.63157421346443 201.684697593378 8.95778614516105e-46 4.64537992650702e-43 "EXO1" "protein_coding"
"ENSG00000174448" 3.18022344709537 -0.764066244052424 12.4009077582745 0.000429125189885026 0.00170564694164199 "STARD6" "protein_coding"
"ENSG00000174460" 2.19389855044565 1.44689068355682 12.2037341024999 0.000476939546850822 0.00187862223201299 "ZCCHC12" "protein_coding"
"ENSG00000174498" 6.51435532835923 1.69995779487862 25.2041299093833 5.15716437221454e-07 3.82295739995426e-06 "IGDCC3" "protein_coding"
"ENSG00000174521" 1.61652902463769 -1.30315095096705 11.4969473254389 0.000697105853627898 0.00263189179329655 "TTC9B" "protein_coding"
"ENSG00000174527" 2.18549376416128 -0.0830379980392103 23.6302946268835 1.16735175877348e-06 8.02120692698015e-06 "MYO1H" "protein_coding"
"ENSG00000174599" 3.05077587517812 3.03850113902222 48.3655360722612 3.53730603284224e-12 6.02005374112547e-11 "TRAM1L1" "protein_coding"
"ENSG00000174607" 2.36647743798417 2.54954750278189 13.781690894065 0.00020532754266463 0.000884804739585555 "UGT8" "protein_coding"
"ENSG00000174672" 5.10210756065778 0.719540737574157 37.4969927180957 9.15540370732663e-10 1.08046264622778e-08 "BRSK2" "protein_coding"
"ENSG00000174680" 1.56675460843901 -0.1714437821628 11.3248142585959 0.000764781766250932 0.00285838847803988 "GRIK1-AS1" "lncRNA"
"ENSG00000174837" -2.17102291970785 3.44628997521279 101.571205093453 6.89401951515717e-24 5.17065707478761e-22 "ADGRE1" "protein_coding"
"ENSG00000174871" 2.12487641815901 -0.0780366809242856 36.7829836030036 1.32037701856985e-09 1.51872643064335e-08 "CNIH2" "protein_coding"
"ENSG00000174899" 3.92377964248856 1.58041095648485 15.7895093466551 7.07939519928317e-05 0.000338812294171626 "SLC66A1L" "transcribed_unitary_pseudogene"
"ENSG00000174938" 3.37272195665777 6.42803466652919 58.0858365423455 2.50926429141229e-14 5.89571540728527e-13 "SEZ6L2" "protein_coding"
"ENSG00000174939" 2.6319929446146 3.29816201734856 30.961078188249 2.63255127823393e-08 2.46109307110919e-07 "ASPHD1" "protein_coding"
"ENSG00000174950" -2.72108993386553 -1.37850838187112 13.1051916037889 0.000294478555025131 0.00121835719466233 "CD164L2" "protein_coding"
"ENSG00000174963" 3.19092818803541 4.20446529673844 28.690558359631 8.49167339158147e-08 7.29255348445231e-07 "ZIC4" "protein_coding"
"ENSG00000175093" -3.57199677118783 -0.820416406435132 73.481486662931 1.01584511827067e-17 3.65110828102411e-16 "SPSB4" "protein_coding"
"ENSG00000175170" 2.00824517913435 1.71099038962741 45.5531769744454 1.48550541607673e-11 2.30844743617301e-10 "FAM182B" "lncRNA"
"ENSG00000175265" 1.72482062209944 5.561304060844 46.1110607125154 1.11735855512599e-11 1.77045975162062e-10 "GOLGA8A" "protein_coding"
"ENSG00000175305" 1.96942014318135 3.964608209607 71.7577806718682 2.43302677335462e-17 8.30087452063404e-16 "CCNE2" "protein_coding"
"ENSG00000175329" 7.46411375393977 5.67529900194805 75.2687179713944 4.10817176876343e-18 1.53584699668261e-16 "ISX" "protein_coding"
"ENSG00000175344" 1.8961423095494 0.231718195384013 9.43859495754054 0.00212466203657485 0.00708110141293644 "CHRNA7" "protein_coding"
"ENSG00000175513" 1.88660315954386 -1.33418201386444 14.517515037644 0.000138862450083248 0.000623558362255318 "TSGA10IP" "protein_coding"
"ENSG00000175592" -1.98913702686837 1.84633172139087 78.2283447088839 9.17918861550865e-19 3.66975469087643e-17 "FOSL1" "protein_coding"
"ENSG00000175643" 1.89492926377536 5.57014328775961 76.2831222934457 2.45775522602573e-18 9.3815954216572e-17 "RMI2" "protein_coding"
"ENSG00000175664" -4.24065079929887 -0.460519897925315 103.891405620359 2.13714508452058e-24 1.7201885523987e-22 "TEX26" "protein_coding"
"ENSG00000175785" -1.67593283314662 1.2063055295978 9.08513905076995 0.00257694889067258 0.0083912649515882 "PRIMA1" "protein_coding"
"ENSG00000175793" 3.66481282716428 5.61208470751623 68.348032812 1.37041888610022e-16 4.33737717704222e-15 "SFN" "protein_coding"
"ENSG00000175874" 3.75312554958686 1.43036408121896 83.2399971701766 7.26723264320431e-20 3.34357176401723e-18 "CREG2" "protein_coding"
