gene_name
SLC46A2
NR4A3
ELOVL3
NKX2-3
CNNM1
HOXB8
INSL6
GRIA2
PCDHB8
CENPL
KCNJ5
ARR3
SEPTIN7P9
ENOX1
SOHLH2
ADRA1A
TBX4
NCAPH
LRAT
AL139327.1
RGSL1
LHX4
DPPA4
GJB6
GJA3
ADGRB2
SLITRK3
CSMD2
TMIGD3
GPSM2
CD244
OCM
TWIST1
NUDT10
EGR2
ZWINT
ACADS
CDKN2C
GUCY1B2
SPATS2
NR4A1
HOXC13
HOXC11
DBH
STIL
HJURP
PLP1
ACVR1C
GPR83
INHA
SLC12A5
ARHGAP40
GDAP1L1
GTSF1L
BCAS4
NDP
CRISP2
GRM4
PACSIN1
H1-1
H2BC11
OR2B6
APOBEC2
DNAH8
KCNK17
SCGB1D2
SCGB2A1
SSUH2
HROB
MSTO1
MIR9-1HG
KIR2DL1
IL1B
IL37
CD70
TGM3
CSTL1
PCSK2
TCF15
BANF2
TMEM74B
MMP24
ID1
BPIFB1
GRPR
XRCC3
PROZ
SLURP1
FLRT1
WNK4
DACH2
CFP
SIX1
DLGAP5
PRDM7
CTAG2
AVPR2
TMEM35A
ATP13A4
TAS2R4
F2RL3
SYNGR3
PKMYT1
FBXL16
CHTF18
IL17B
ADM2
GAL3ST1
RFPL1
GNAZ
BAIAP2L2
APOBEC3A
RIBC2
CPA4
VGF
PODXL
STRIP2
FLNC
LRRC4
FEZF1
HOXD1
HOXD3
GAD1
HOXD9
HOXD10
ELL3
CALML4
KCNC1
TPH1
E2F8
PIMREG
SHBG
SIGLEC9
FOXJ1
AANAT
FGF13
SGO1
SYT5
CBFA2T3
PRRG3
FAM155B
ZSCAN10
DPP6
KIF1A
ACSBG2
UNC13A
KLHDC7B
SULT4A1
TNNI2
CALY
MNX1
PRDM12
FIBCD1
ANGPTL6
PNCK
DUSP9
POLN
BPIFA2
COX4I2
C1QL1
GFAP
HIGD1B
GINS2
RAB11FIP4
NAPSB
KREMEN2
RHOXF2
LIN28A
PODNL1
RTBDN
LINC00470
POPDC3
GUCY2D
REEP2
ATP1A4
BCAN
TESMIN
PDE6A
ATP8A2
MTUS2
RNF17
BEX2
GNG5P2
EPHB2
PRAM1
MYO18B
FAM83F
DYDC2
SPINK5
CATSPERB
ADAMDEC1
MRO
SYT6
MYCN
GRP
LRP4
FOLH1B
MTNR1B
SPOCD1
CDCA8
DTNA
ACRV1
MSI1
RNFT2
BICDL1
DTX1
KCP
ADGRB3
HTR1B
KHDC1
MRAP2
GJA10
AMHR2
GLS2
KRT85
TROAP
B4GALNT1
EMX1
ZNF670-ZNF695
PCNX2
CAPN9
KIAA1614
CHRND
STAB2
PLXNC1
CNMD
SPRY2
IGF2BP3
IL6
ALPK3
MYCBPAP
SCN7A
BLK
IL10
OR1J1
DSCC1
ARHGEF39
TFAP2A
CAPN11
TINAG
LRRC1
GCM1
FOXF2
TCF19
VARS2
FHDC1
TTC29
TRPC6
FXYD2
KIF23
ITPKA
DUOX1
STRA6
BRDT
CENPO
TRIM54
KIF11
DUSP5
CEP55
ZNF365
MNS1
FAM13A
RASGEF1B
MMRN1
TRPC3
NAAA
LEF1
EGF
LGR5
FAM222A
FOXN4
CELA1
RHOF
SLAIN1
SRRM4
ZIC5
CDH24
FITM1
MDGA2
PELI2
ADAM21
DUOXA2
DISP2
PIF1
RHCG
FANCI
TICRR
SH3GL3
SLC5A2
ADAMTS18
CDH13
IRF8
SKAP1
RHBDL3
GNAL
MEP1B
CEP131
RNF165
PNMT
CIB3
SIK1
IL19
NTN5
SLC6A3
NLRP12
CACNG8
FBN3
ACP4
IGLON5
CFAP74
FHAD1
EPHA2
MYOM3
PLK4
FCN3
KIF2C
BEST4
TMEM61
PROK1
GPA33
UCK2
ILDR2
DPT
NECTIN4
CASQ1
ECM1
DTL
VASH2
EFNA3
AQP10
HCN3
ACTA1
REN
PPFIA4
SYT2
OSR1
DQX1
ST6GAL2
GALNT13
CDCA7
DLX1
PTH2R
ABCA12
FANCD2
MARCHF4
GASK1A
CSRNP1
ITGA9
CAND2
COL8A1
ADGRG7
TAGLN3
SPATA16
AMT
UCN2
TM4SF19
VWA5B2
CORIN
SLC10A4
PLAC8
ADAMTS16
TSLP
MEGF10
CXCL14
TIMD4
N4BP3
PSD2
KAAG1
TRIM7
CRIP3
CYP39A1
FAXC
GABRR1
MTFR2
PNLDC1
SDK1
CDCA5
TRIM50
ASB15
ZAN
STRA8
CLTRN
SYTL5
DIPK2B
HTR2C
GPR119
FATE1
SNTG1
PXDNL
RGS20
GINS4
ATP6V0D2
GSDMC
FAM135B
SHC3
PTGES
CACNA1B
ST8SIA6
ANKRD30A
PLEKHS1
SYT8
KLHL35
HTR3B
GRIK4
TMC2
ZP1
MS4A3
PLCH2
CHEK1
DUSP15
C20orf144
CDH22
TLCD3B
CDH8
LYPD1
GPM6A
FREM2
NOCT
GPR158
LYZL2
DLG5
ANO4
DPYSL4
CENPU
BEND6
CCDC74B
TMEM163
SH2D6
CAMK4
DMP1
MEPE
CCNO
DDX4
CNTNAP4
PART1
RAB3C
NRSN1
CENPH
SYCP2L
PTPRR
ADGRF1
PLEKHG4B
TGIF2LX
SLC5A10
ANKRD29
THY1
PANX3
GAL3ST2
WNT3A
OBSCN
CNTNAP3B
PDE1C
SKA1
CCDC144CP
EME1
EPHB1
CA10
SEPTIN14
FBXL18
CNTNAP5
GOLGA7B
TRIM74
KDM8
C2CD6
FMN2
ADCY8
KIF5A
NAT2
MAGEA8
GNA14
WIF1
ALX3
NAA11
TDRD9
GDF6
FBXO43
CD109
LRFN2
NODAL
UNC5D
MAPK13
NSMCE2
ADGRG4
LHFPL4
BUB1B
NMNAT2
NRG1
C1orf158
CACNA2D3
CCNB2
FAM81A
KCNJ6
CREB3L1
DGKI
SVOPL
SNX22
ACAN
CABP1
GAREM2
DRC1
MEGF11
SSX8P
EXTL1
SLC30A2
CFAP251
RHPN1
TMSB15A
ESYT3
CDC25C
H4C8
NRG2
CD1D
CD1A
DNAH3
HMHB1
CPA5
DYNC1I1
ITLN2
NPM2
FGF17
SLC5A11
TOMM40L
PRAC1
HOXB13
CLIC6
GIP
CBR3
ACTC1
CHAF1B
SIM2
SCUBE1
PADI4
IRX6
CES5A
CELF3
TCHH
ISL2
UROC1
PIP
CCDC28B
ANKLE1
HSF2BP
G6PD
SPATC1L
C21orf58
ZNF208
ADAMTS13
FCN2
GPSM1
BRSK1
NLRP4
PLPP7
S100A1
CHRNB2
GBAP1
FAM189B
PTH1R
HK3
LY6K
TONSL
RECQL4
FOXH1
SCGB3A1
CELF5
TUBA3FP
DMKN
NPHS1
PLXDC1
KASH5
HCRT
SIGLEC11
SIGLEC16
MPP3
ASB16
SHANK1
FAM171A2
AQP5
RACGAP1
SPC24
ALOX15
SCIMP
CCDC42
CCDC78
SSTR5
TEDC2
CCNF
PAQR4
BSND
ZSWIM5
RBP7
TMEM82
TSSK3
DIRAS3
BRINP3
KCNJ9
LRRC52
FLVCR1
AXDND1
TDRD5
SPATA17
MT2P1
KIF26B
KLHDC8A
OBSCN-AS1
KIAA1841
TRIM17
CAPN13
KCNF1
ACTG2
EN1
MSX1
BNIPL
BMP10
S100A12
NIPAL1
DCST2
DCST1
INAVA
LINC01116
TAFA4
SLC22A15
PROK2
TRIM46
KRTCAP2
CXCR1
RETNLB
HDAC11
PPBP
DNAJC5G
SPDYA
KIF15
TGM4
CCR1
CAMK2N2
RHO
IGF2BP2-AS1
RFC4
CLDN19
CDC25A
MST1R
GRM2
PITX2
NDST3
MAD2L1
TMEM155
NPY1R
SLC45A2
RANBP3L
PRDM9
HTR4
ESM1
CDC20B
ENPP6
CAGE1
TERT
H2AC1
IL31RA
ANKRD55
RAET1E
PI16
TBX20
PTTG1
BMPER
RELL2
SP8
FABP5
SUN3
SLC30A8
EN2
KCNV1
TMEM74
OSR2
DIRAS2
CPA6
TMC1
RNF183
ASB11
MELK
SKA3
DDIAS
RPL10L
MAGEC3
SSX5
SSX3
DRGX
TMEM52B
AK8
STOX1
RET
SLC39A2
ANKRD2
E2F7
OTOGL
RAPSN
PDZRN4
KCNC2
AC126323.1
GLB1L3
PPP1R14D
ASPG
MYRFL
NETO1
TMEM130
FAM86GP
CLEC4D
HSBP1P2
SLC38A8
IQCD
CDH16
CHRFAM7A
HTR3A
STRCP1
PCLAF
PLIN1
MESP1
SCNN1G
PLK1
GPR182
TAC3
MYO1A
CHP2
ELFN2
C15orf48
MAP1A
NAT16
NKX3-1
PIP5KL1
BPIFB6
PRRX2
PRR15L
LOXHD1
PRRT2
CA4
CDT1
PROCA1
ANKRD33
LAIR2
TMEM145
KIR3DL1
PSCA
KIFC2
KLK4
KLK2
RCOR2
SOAT2
EVPL
TK1
DNASE1L2
CASKIN1
ENTPD3
NAALADL1
SLC22A11
PBK
SCARA5
OR1F1
KCNJ4
GNG4
NT5DC2
H1-4
SCN11A
KLHL30
LGI3
FEN1
AXIN2
UGT3A2
SLC16A4
LINC01620
FAM178B
TSPY2
SHOX2
ATOH8
BTNL3
PLA2G4F
STXBP6
GRM5
SIGLEC7
VCX3A
RAB3B
GCSAML
GPRIN1
NR0B1
IL1RAPL1
MINAR1
RNASE3
RSPH10B2
KCNK9
ZNF280A
CT55
CKAP2L
PROKR1
BOLA2B
BUB1
SPNS1
CHRNA5
TMEM266
LINGO1
CALML6
TMEM154
GPR37L1
FOXD4
HOXD4
ADRA1B
FABP6
SLN
FRMPD2
CST2
LRRN2
AC091390.1
KRT86
KISS1
COX7B2
TMC7
SERPINB9
SIX2
GTSF1
CAVIN4
ZNF296
TTLL6
SYT9
DYDC1
BFSP2
CEL
PLA2G1B
CYTL1
PGK2
CEACAM3
HS6ST2
FPR2
FPR1
KCNG3
ZNF692
NETO2
JUNB
SHCBP1
NPTX1
ESCO2
APLN
XAGE5
PDE7B
GLOD5
KSR2
MCC
DLK2
COL24A1
RXFP1
ECEL1
OR2AT4
DSCAM
PTCRA
NMRAL2P
PRND
ADRA1D
FBXW10
ZNF556
GAP43
EPHX4
TEX37
C5orf34
B3GALT1
TTC36
IL17D
MS4A10
KRT2
LVRN
MIR4435-2HG
GXYLT2
HPSE2
LRRN3
ACSM6
ADAMTS20
PLAC8L1
FKBP2
CSPG4
CCR9
AP000769.1
C1orf100
TOPAZ1
CCDC13-AS1
TIGD3
KCNH6
PLK3
AC008080.1
PHOSPHO1
CBX2
TCAP
CBY2
NWD2
GSTA3
EXO1
STARD6
ZCCHC12
IGDCC3
TTC9B
MYO1H
TRAM1L1
UGT8
BRSK2
GRIK1-AS1
ADGRE1
CNIH2
SLC66A1L
SEZ6L2
ASPHD1
CD164L2
ZIC4
SPSB4
FAM182B
GOLGA8A
CCNE2
ISX
CHRNA7
TSGA10IP
FOSL1
RMI2
TEX26
PRIMA1
SFN
CREG2
TMEM270
HOXD8
TSPEAR
KLHL38
LINC02880
PLEKHD1
KCNE5
CRYBG2
AQP7P4
SPHK1
ACBD7
TAC4
PRR18
B3GNT4
RIMS2
DIRAS1
OR10AC1
PRR15
KBTBD11
NANOGP1
FOXL1
TGIF2LY
FOXC2
RBIS
MAGEB6
GRIN1
SOX11
MAMSTR
FUT2
TOB2P1
LY6H
TRIM60
NAP1L4P1
CLVS1
TRIM72
KCNA3
BEND2
AC024940.1
LRRN4CL
UBE2U
ZBED2
IRX3
OR2B11
HASPIN
SRRM3
MAGEB10
AC011944.1
TMEM78
CACYBPP2
SPATA31C2
GPR150
SH2D4B
KCNG2
CCDC185
CTXN1
CA8
GPR35
GLULP4
ERFE
CPNE7
C5orf46
RIIAD1
TRIM73
MSC
RFLNA
AURKB
C9orf50
AC020907.1
MEIS3P1
DAND5
TMEM151A
EGR3
MKRN3
SLC17A8
SLITRK4
HTR1D
ALOX15B
TPPP2
RPRML
APOBEC3B
FOXS1
NKPD1
C1orf194
B3GNT3
ITLN1
ZNF648
TMEM150B
LINC02870
TH
HERC2P3
GPR139
WFDC10A
ALX1
EMC3-AS1
TPRXL
AC022148.1
KCNE1
SHISA2
CLRN3
OR51E1
HOXC9
HOXC10
LINC01559
CXCR2
OR52N2
CHRM2
LINC02878
ENTR1P2
H2AW
TMEM132E
OFCC1
CCL13
DDN
SAGE1
OR6T1
FANCB
EDDM3A
TMIE
TNFSF15
ZFP41
MACIR
ADIG
USH1G
RGMA
SHISAL2A
ARL6IP4
IZUMO1
TMIGD1
B4GALNT4
DCAF4L1
PRAMEF8
FAM87A
NXPH4
RPL27AP5
CACNB4
TEX19
CAPN12
XKRX
NXPH3
VCX
HS3ST4
TSPAN10
PLCB1
NTM
GALR2
MAFA
MAGEB17
FUNDC2P2
PLCXD3
VMO1
TSPEAR-AS2
ODF3L1
GJC1
PYCR1
TPM3P8
CSMD1
PTGDR2
RIPPLY3
GPR19
AC138356.1
CALN1
BX322650.1
GABRR3
CHST6
PRR36
CCBE1
EPHA10
REC114
TFDP3
GRIN2A
TREX2
BPIFA4P
CCR3
HOATZ
GPR1
BMP8A
EFHC2
TRAIP
ANKRD45
PNMA3
IQGAP3
SCN5A
SRARP
LRRC55
DUSP5P1
DSCR4
KRTAP20-2
TREML3P
KCNQ3
ADRA2C
C1QTNF12
DGAT2L6
KCNK12
TACSTD2
SRPK3
GDF3
KRTAP19-1
H1-5
COLEC10
KNTC1
CCR10
OR56A3
POU3F2
PTP4A3
GAST
ZFP1
CEND1
DHRS7C
C14orf180
RPL7P26
CDCA2
CLDN6
LRRC26
DDX53
MGAT4EP
OSBP2
B3GALT5-AS1
LINC00308
CLCNKB
FAM227A
RFX6
MYADML2
H2BC13
INPP5J
LINC00482
MAGEA11
C12orf56
OR2V1
KPNA7
SPATA45
OLFML2A
PDIA2
NDUFA4L2
NTF3
SYN3
NAT8L
LINC00839
KLHL34
KRTAP5-5
C7orf61
FAM186A
CCIN
PLK5
TAL2
AC012085.1
AGBL4
TEX38
UBL4B
KIF18B
BPIFB4
SAPCD2
EDARADD
GPAT2
NUDT17
CD300E
FCAR
DEFB132
AKAP14
CLCNKA
CYP4F8
FOXD2
SPATC1
HPDL
KIF24
CYP27C1
FSCN2
ZNF732
VSIG10L
TNFRSF4
TRABD2A
QRFPR
MAPT
ERCC6L
TNFRSF18
C1QL4
FAM183A
KRTAP19-5
LINC02875
LILRA5
SPATA21
H1-7
BAGE2
DCC
C11orf96
KCNJ11
PLEKHN1
ZNF385C
MYMK
TCL6
SAMD11
C5orf52
ERC2
EZHIP
KBTBD12
DNAJB13
GABRD
LIN28B
TMEM72
C2orf66
AC091057.1
PLA2G2C
C17orf99
S100A3
C19orf67
CLCN1
NWD1
TREML4
MESP2
MAPK12
OTOG
FAM166A
SMTNL2
PEAK3
PRR19
ZP3
JAKMIP3
GPR21
CERKL
ACTBP11
INSC
AF279873.1
COL25A1
AC010969.1
HBA2
NKAIN2
KRTAP1-1
FAM72B
NANOS1
HMX3
IDO2
BCL2L15
FZD9
SPRED3
TMCO2
SHISA6
BEND4
GJB3
UTS2B
C9orf152
PROS2P
MAGEB16
GAGE2A
VSTM1
IL1RAPL2
SP6
ANKRD34B
ZAR1L
DCAF8L2
AC069277.1
LINC01164
FAM180A
BNIP5
KAZN
ALG1L
USP32P3
RNU1-75P
MYBPC1
ZNF676
OR8A1
PLEKHG4
COLCA1
KIF19
ZNF681
HRCT1
SULT1C3
ATP2A1
OR8D1
C9orf163
NUDT11
THEM5
C20orf204
RFX8
AC111000.1
SLC6A9
SPTSSB
FAM72A
CCDC196
XRCC2
ANKRD20A19P
LINC00173
H2AC13
POU3F4
H2AC11
H2BU1
HCAR1
TMEM26
FAM163B
SERTAD1
SIGLEC15
ZNF300P1
NPSR1-AS1
SLC6A17
ZNF679
ZNF257
MAGEA6
ADGRA1
SLC22A4
GUCA2A
RAD54B
BLM
HMGA2-AS1
C17orf102
ZNF98
ZNF517
PDGFA
ZNF695
COL4A6
BCO2
DMBX1
CCDC154
NMB
HOXC6
STPG3
CCDC180
SLC22A20P
ADAMTSL2
SLC22A6
HES5
DNM3
DLGAP2
ZNF560
DSCR8
CLEC4C
BPIFA1
RPS6KL1
CACNA1E
HOXC4
DCAF12L2
AL354714.1
KRTAP4-1
FLVCR1-DT
WDHD1
SLC34A3
SH2D1B
MMP17
RYR2
ZNF534
MAGEA1
ANKRD13B
TEX45
PPP1R14C
COLGALT2
EGFL6
BRINP2
ARHGAP11A
HSD3BP5
PNMA5
PRC1
RASGEF1A
CSAG1
SOWAHA
MFAP3L
MIR126
U3
SNORD104
RNU6-1099P
RNU4-1
Y_RNA
AL135844.1
RNVU1-3
Y_RNA
Y_RNA
Y_RNA
RNA5SP37
RNU6-8
Y_RNA
RN7SKP269
RNY4P10
Y_RNA
RNU4-2
AL590705.1
TDRKH-AS1
AC104772.1
LINC02408
LINC00501
CHML
IBA57-DT
STUM
SERTAD4-AS1
CR1
LINC00862
LINC00272
TEDDM1
METTL11B
CENPW
MSTO2P
CCDC162P
BVES-AS1
H2BC18
RIPPLY2
AL354984.1
LDLRAD1
RHOXF2B
CT83
TRPC5OS
SLC12A5-AS1
TDRG1
NAP1L6P
SP5
ZBTB12
XAGE1A
PKP4-AS1
XAGE1B
MSH5
MPIG6B
AL451142.1
PRAMEF14
PRAMEF15
PRAMEF9
PRAMEF7
MCCD1
PSORS1C3
GUCY2EP
POU5F1
PSORS1C1
KRTAP5-10
DISP3
HCG9
SSX9P
ASPDH
CBY3
C9orf57
OR2H1
LINC01556
REG1CP
SMPD5
ST8SIA6-AS1
IGFL2
NAT8B
LRRC10B
PCDHGA1
PCDHA7
PCDHA4
PCDHA2
ERICH4
LINC01121
CLLU1-AS1
CCNI2
CDKL4
TMEM88B
ARID3C
CCDC144NL
DGAT2L7P
MUC12
SLCO6A1
INSYN1
OR52E6
KRT81
TP53TG3D
C2CD4B
CPT1B
LINC00898
MFSD2B
VCX3B
DPF3
AL390205.1
LINC00634
FAM183DP
AL359878.1
CRLF2
GAGE1
KRTAP5-6
FAM99B
FAM99A
KRTAP5-1
BHLHA9
ONECUT3
C21orf62
IFITM5
TMEM211
SERPINB11
KRTAP20-4
EGFEM1P
TMEM191C
HBA1
DUXAP8
COL6A6
AC022007.1
AC007240.1
RNU6-945P
AL713899.1
RNU6-517P
Y_RNA
MIR25
MIR647
AP000553.1
MIR616
MT-TM
DIO2
MIR765
IGKV5-2
IGLV8-61
IGLV2-18
IGHA2
IGHD
IGHV2-70D
LINC01089
SYT3
AC097065.1
PFN1P11
PPP1R14BP2
AC069218.1
FAM24B
TRIM59
ASIC3
STRADBP1
CCDC183
PPP1R2P10
RPS6P26
Z97192.2
PGK1P2
MXD3
RPSAP46
HAUS7
LCAT
MAGEA12
GPC2
RPL17P34
FIRRE
ASS1P4
TPT1P13
IMPDH1P5
AL731556.1
AL807752.1
AKR1B10P1
FAM220CP
RPL31P44
LAT
POLD2P1
MT1P1
AC011487.1
UBD
NPM1P33
KRT18P17
DNAJB1P1
ZNF99
AC007277.1
AL157395.1
ATP5PBP3
MAGEB1
LINC00887
ZNF788P
AC004980.2
AZGP1P2
KCTD9P4
COLCA2
SPDYE3
VAC14-AS1
VSTM5
LINC00488
LCNL1
CYCSP6
AS3MT
CPEB1
EML6
ZNF727
LINC01913
CAPN14
CDIPTOSP
AC092821.1
TUBA5P
FER1L6
KRT16P3
DDX12P
KRT16P1
RPL23AP3
SPATA31D1
LRRC69
PPIAP29
AMD1P4
BX322639.1
CYP51A1P3
AL592293.1
GOLGA8B
KCNU1
TOMM40P2
ASS1P10
SLC25A5P1
ZNF705G
AL355493.1
LINC00598
AP005901.1
LINC00189
AC138701.1
GAB4
ASS1P6
FAM72D
AL390728.2
QRSL1P1
FMO9P
RPTN
PDZK1P1
AC092506.1
AL022722.1
AC093850.1
LY86-AS1
GPR89P
AL021407.1
AL139100.1
AL031777.1
H2BC16P
AC073263.1
ASS1P9
SNRPEP6
AC099552.1
H4C10P
RAET1K
H2AZP3
AL117344.1
AC008060.1
H2AC10P
CCNG1P1
RPS3AP2
RPS20P2
AC019129.1
PTCHD3P3
OR7E104P
AL355796.1
ACTBP8
H2BC19P
AL356234.1
ASS1P1
AL583834.1
RCC2P7
AL513534.1
EBF2
FANCG
MAGEA3
TIGD1
C1orf229
MYBPHL
LINC02860
AC112721.2
C10orf55
RNA5SP118
RN7SKP106
Y_RNA
RN7SKP97
Y_RNA
RNA5SP508
RNY3P8
CLDN10-AS1
AL353801.1
LINC02629
LINC01615
AC092198.1
ACSL6-AS1
SMPD4P1
AC005165.1
AP001599.1
CKMT1A
DSCR4-IT1
ZNF735
AC002463.1
AL357033.2
TFDP1P2
MED15P9
LINC02593
LGALS8-AS1
CERS1
LINC00114
AC007255.1
AC004870.2
AL161935.1
HRAT92
RPS27P1
AC068481.1
ASS1P2
LINC01767
AC104809.1
AL390728.3
AC092681.1
MIR181A2HG
LINC02561
AC108681.1
EGFR-AS1
AC007319.1
MIR548XHG
LINC02054
LINC02828
HAGLR
LINC00466
LINC02636
LINC01832
WARS2-IT1
AL117329.1
AC005077.2
LINC01142
MSL3P1
PINCR
AC007879.1
TMCO1-AS1
OACYLP
AC010880.1
AC114489.1
STK24-AS1
PRKAR2A-AS1
AC245100.1
HTR2A-AS1
AC098483.1
MEP1AP4
SNRPGP15
LINC01754
FAM96AP2
LINC01117
ZMIZ1-AS1
AC008069.1
LINC00885
RPS27AP6
LINC00853
AL355482.1
AC010789.1
USP21P1
CDKN2A-DT
PRRT4
AL353150.1
PPP4R3C
PSAT1P4
AL590714.1
AC211485.1
AL929288.1
PRPF38AP1
AL583808.1
SLC9A3-AS1
AL358216.1
GOLGA2P7
AC012354.1
DUXAP9
HSPA7
PSLNR
ASS1P11
AL591178.1
LINC01594
LHFPL3-AS2
TDGF1P3
SFTA1P
AL353572.1
RAB28P5
ELF2P4
AC006548.1
CYP4A22-AS1
LINC01703
SP3P
AL731684.1
ZNF385D-AS1
LINC02476
LINC01980
C2CD4D
AC005487.1
AC064875.1
AL118511.2
AC002378.1
AP000619.1
AL163953.1
FAM225B
SLC26A6
IGHV3-72
LINC01389
AC004540.2
AC073321.1
GS1-594A7.3
AL451139.1
RUSC1-AS1
DHDDS-AS1
AL136231.1
AL391244.1
TSBP1-AS1
LINC02249
AL139246.2
SATB2-AS1
AC005550.1
AC102953.1
LGALS17A
AP000561.1
PHF2P2
RPS3AP46
AC244107.1
TEX22
LINC00685
AC010536.1
AL583785.1
LEMD1-AS1
LINC00351
AL606489.1
AL353803.1
HAGLROS
DCAF8L1
MRPL23-AS1
SLC25A5P5
GAPDHP32
AL033380.1
AC018641.1
UPK1A-AS1
MLXP1
BX284613.1
AL390067.1
AC092155.1
AL121899.1
AL354977.1
LINC01108
TEX41
LINC01535
LENG8-AS1
MIR217HG
LINC01509
LHFPL3-AS1
AC005154.1
SMYD3-AS1
ERVMER34-1
AL451069.1
BSN-DT
NRBF2P2
LINC01203
AC007036.1
LINC00511
LINC01682
Z98257.1
AP000472.1
AC073636.1
AC104667.1
AC073210.1
LINC01630
AL139275.2
IL21-AS1
AC073621.1
THEM7P
AL162724.1
CNN2P1
MIS18A-AS1
HCG4B
KRT16P2
AL133410.1
ATP5MC1P4
LINC01537
AKR1B15
TSSK5P
AC008080.2
AL050309.1
NCAM1-AS1
AC099066.2
LINC01483
RPS20P15
